level,datetime
DEBUG,2014-1-15 08:49:44
INFO,2016-6-10 00:32:26
INFO,2014-11-2 17:48:41
INFO,2015-8-10 16:22:07
DEBUG,2013-9-28 16:41:37
INFO,2013-12-14 11:46:01
DEBUG,2012-1-28 10:32:44
DEBUG,2016-2-20 13:32:30
INFO,2016-1-3 23:01:59
ERROR,2015-3-8 15:36:52
DEBUG,2015-2-26 15:21:05
WARN,2013-10-28 05:07:53
INFO,2015-5-26 08:30:28
DEBUG,2012-4-5 22:25:52
DEBUG,2013-9-18 03:34:37
DEBUG,2016-8-3 00:46:22
INFO,2013-6-17 23:24:28
INFO,2012-1-25 03:49:19
DEBUG,2015-12-3 04:43:05
DEBUG,2012-2-3 20:26:20
INFO,2017-3-21 02:09:06
INFO,2014-12-11 02:55:37
DEBUG,2012-2-12 06:57:07
INFO,2015-5-17 21:53:03
DEBUG,2012-9-14 12:53:55
ERROR,2012-5-5 00:17:08
DEBUG,2014-3-25 14:39:37
DEBUG,2016-12-14 14:41:35
INFO,2016-8-28 14:32:00
INFO,2012-4-8 15:47:43
DEBUG,2013-3-19 22:48:48
INFO,2016-2-26 10:33:49
INFO,2014-9-20 01:06:13
FATAL,2014-11-22 11:40:19
INFO,2012-6-25 10:21:37
ERROR,2017-8-15 04:18:55
ERROR,2013-5-27 02:35:48
INFO,2015-10-25 00:25:12
DEBUG,2013-4-12 03:04:53
DEBUG,2014-5-1 05:32:32
INFO,2017-8-1 13:04:30
DEBUG,2015-6-11 16:45:37
ERROR,2014-9-16 14:56:33
DEBUG,2016-4-19 23:35:29
DEBUG,2015-9-17 13:38:50
INFO,2012-6-4 11:24:12
INFO,2015-4-19 00:49:43
WARN,2015-7-23 12:06:40
INFO,2012-10-5 22:38:54
WARN,2014-4-18 21:53:42
WARN,2012-1-13 08:37:01
DEBUG,2016-6-15 14:08:33
INFO,2016-8-24 12:38:52
DEBUG,2012-4-14 10:41:31
INFO,2017-2-24 21:43:58
INFO,2015-6-25 08:45:50
DEBUG,2012-5-19 03:25:37
DEBUG,2017-5-18 10:09:59
FATAL,2015-11-13 02:14:41
INFO,2013-8-26 21:30:16
INFO,2016-2-26 15:20:47
INFO,2016-1-21 20:03:01
DEBUG,2012-6-18 23:49:30
DEBUG,2015-6-20 06:40:12
DEBUG,2015-6-16 14:50:51
INFO,2013-5-4 04:52:12
DEBUG,2014-5-5 17:44:48
DEBUG,2016-11-2 03:14:59
FATAL,2013-11-18 21:36:37
DEBUG,2017-12-19 08:06:15
INFO,2016-6-16 07:21:22
DEBUG,2012-7-1 16:49:46
INFO,2015-1-11 11:33:13
DEBUG,2016-2-27 22:49:36
INFO,2017-4-13 23:53:58
ERROR,2012-6-2 05:20:48
INFO,2015-11-7 10:23:51
WARN,2014-5-13 12:17:27
INFO,2016-8-18 05:48:47
INFO,2015-2-7 04:49:00
INFO,2016-12-20 02:50:19
DEBUG,2016-10-8 00:53:17
INFO,2013-7-28 22:46:05
INFO,2016-6-10 21:16:50
INFO,2015-9-23 14:00:38
DEBUG,2017-1-20 10:40:44
DEBUG,2013-3-14 12:24:20
INFO,2016-11-2 00:47:55
DEBUG,2015-7-4 15:09:17
INFO,2016-2-24 00:05:46
ERROR,2013-1-14 02:30:38
DEBUG,2015-9-28 06:47:28
INFO,2013-12-1 01:57:00
DEBUG,2016-8-9 03:26:10
WARN,2013-8-18 19:11:20
DEBUG,2012-7-8 12:22:55
INFO,2014-3-13 09:11:35
DEBUG,2016-3-22 00:32:58
INFO,2014-9-9 06:41:09
DEBUG,2014-11-6 14:34:07
DEBUG,2015-8-26 01:43:15
DEBUG,2017-5-1 14:34:49
ERROR,2013-7-27 07:50:25
INFO,2017-4-18 09:19:41
INFO,2015-11-7 10:42:56
DEBUG,2016-10-28 23:33:23
INFO,2017-8-15 20:41:02
DEBUG,2015-3-18 07:30:34
INFO,2014-7-13 18:32:19
DEBUG,2013-3-23 17:10:35
INFO,2014-9-9 02:11:42
DEBUG,2012-3-26 23:26:18
DEBUG,2012-1-20 14:02:37
INFO,2013-5-26 09:08:14
INFO,2015-1-20 08:55:17
ERROR,2012-5-2 05:17:15
INFO,2012-2-9 06:01:00
DEBUG,2013-12-18 20:50:54
DEBUG,2013-12-13 09:40:33
INFO,2017-9-21 14:05:05
WARN,2015-4-4 00:35:00
INFO,2015-9-6 16:18:08
DEBUG,2012-6-24 08:18:51
DEBUG,2014-11-6 22:47:46
DEBUG,2015-8-12 03:53:58
DEBUG,2014-7-7 09:28:30
DEBUG,2017-8-14 11:31:05
INFO,2014-8-16 17:01:05
WARN,2012-3-1 18:38:36
ERROR,2016-3-4 20:42:25
ERROR,2015-4-27 11:44:34
DEBUG,2014-10-5 21:50:29
WARN,2013-10-6 19:01:01
INFO,2016-7-1 09:54:25
INFO,2015-9-22 01:02:53
DEBUG,2017-11-18 09:39:18
DEBUG,2015-10-17 09:33:50
DEBUG,2014-11-20 23:51:51
DEBUG,2017-2-21 01:09:23
INFO,2017-3-12 19:41:12
INFO,2016-1-15 02:14:03
DEBUG,2016-6-22 15:43:25
INFO,2014-10-22 01:58:19
INFO,2012-7-4 03:28:40
INFO,2015-3-27 00:27:16
WARN,2016-12-16 09:22:46
DEBUG,2013-10-14 22:27:31
DEBUG,2017-10-7 19:56:51
INFO,2013-5-20 04:49:30
ERROR,2017-11-26 08:22:52
DEBUG,2012-5-19 15:14:25
DEBUG,2016-1-13 06:29:12
DEBUG,2012-10-4 13:38:30
INFO,2013-8-15 09:01:47
DEBUG,2015-2-21 10:43:45
INFO,2015-6-11 09:14:38
INFO,2016-9-7 00:27:49
DEBUG,2017-2-2 17:48:05
INFO,2012-12-5 09:59:42
DEBUG,2013-5-9 01:55:03
INFO,2015-4-22 16:44:19
DEBUG,2014-8-26 02:00:19
DEBUG,2016-10-24 16:33:50
DEBUG,2012-7-6 20:39:46
WARN,2016-7-19 19:13:42
DEBUG,2015-9-24 11:13:47
DEBUG,2015-7-3 19:57:18
DEBUG,2016-12-4 11:47:04
DEBUG,2016-7-15 09:28:52
DEBUG,2012-9-5 20:09:24
INFO,2013-3-18 22:58:15
DEBUG,2013-11-24 02:50:58
INFO,2017-10-21 12:57:21
DEBUG,2013-5-15 13:44:27
WARN,2017-2-22 17:05:32
INFO,2014-9-22 19:22:33
INFO,2014-12-25 11:36:17
DEBUG,2017-3-19 09:40:55
INFO,2016-4-8 15:48:13
INFO,2014-9-12 18:34:02
DEBUG,2017-8-23 13:41:40
INFO,2017-11-28 12:24:41
INFO,2017-8-19 19:01:50
DEBUG,2017-1-7 12:17:55
DEBUG,2012-1-22 04:06:27
INFO,2015-6-23 20:13:41
INFO,2012-2-28 11:55:58
DEBUG,2015-7-26 18:01:28
INFO,2016-3-12 04:13:07
INFO,2015-5-13 12:48:55
DEBUG,2015-2-3 00:32:04
WARN,2016-6-7 23:10:13
INFO,2015-2-23 01:06:22
DEBUG,2017-4-28 19:05:31
WARN,2015-1-27 09:25:51
ERROR,2014-10-27 14:40:21
ERROR,2015-6-24 03:50:40
INFO,2016-4-27 08:32:34
INFO,2015-1-18 20:42:08
DEBUG,2015-3-26 12:58:36
DEBUG,2012-11-27 06:27:49
WARN,2012-7-25 21:18:56
INFO,2014-4-25 00:05:01
DEBUG,2017-6-3 00:42:09
DEBUG,2014-3-21 21:14:08
DEBUG,2013-6-18 13:05:00
DEBUG,2015-1-19 09:12:28
WARN,2014-6-2 08:12:34
DEBUG,2016-1-8 04:21:12
DEBUG,2017-7-20 19:01:21
DEBUG,2017-2-24 01:39:05
DEBUG,2015-12-8 12:58:45
DEBUG,2017-10-19 15:10:00
DEBUG,2017-1-6 18:32:31
DEBUG,2015-9-17 13:44:11
DEBUG,2017-2-17 17:13:17
WARN,2013-2-15 17:36:01
INFO,2012-9-15 09:40:26
DEBUG,2017-10-7 19:10:14
WARN,2013-9-26 06:06:05
INFO,2013-10-27 10:44:03
DEBUG,2017-2-6 02:18:15
ERROR,2017-7-1 07:37:14
ERROR,2014-9-28 19:22:56
DEBUG,2017-7-18 23:48:33
INFO,2017-5-20 04:05:32
DEBUG,2012-1-2 14:50:51
FATAL,2014-11-8 07:19:26
INFO,2012-6-2 08:32:47
DEBUG,2014-5-27 08:00:36
DEBUG,2012-7-9 04:25:36
WARN,2016-9-24 19:55:37
DEBUG,2016-5-10 03:01:00
INFO,2017-7-1 19:00:58
WARN,2016-3-14 00:06:50
DEBUG,2012-2-9 06:48:19
INFO,2014-6-13 10:37:48
INFO,2012-2-8 03:43:16
WARN,2013-5-11 07:06:50
DEBUG,2015-4-1 16:21:58
WARN,2014-3-25 07:18:08
ERROR,2014-1-16 21:36:31
DEBUG,2013-6-11 12:01:20
DEBUG,2012-9-22 09:11:41
INFO,2016-2-19 13:24:08
DEBUG,2015-8-24 18:54:58
DEBUG,2014-3-25 09:43:38
WARN,2016-4-20 09:57:34
DEBUG,2017-8-8 15:31:57
INFO,2014-10-12 14:41:21
DEBUG,2015-10-11 19:31:55
INFO,2012-11-17 03:46:42
WARN,2015-12-18 14:43:51
DEBUG,2014-6-1 01:14:18
WARN,2012-11-22 23:57:20
DEBUG,2014-4-20 22:39:57
ERROR,2017-9-21 13:36:57
DEBUG,2017-6-6 06:17:58
WARN,2013-1-3 00:48:02
ERROR,2015-3-5 14:18:21
DEBUG,2017-2-26 15:25:38
INFO,2017-5-9 05:37:22
DEBUG,2017-1-23 14:41:51
DEBUG,2012-10-7 20:25:03
INFO,2014-2-10 15:25:04
WARN,2013-2-24 16:55:06
WARN,2015-8-11 10:16:59
ERROR,2012-12-7 17:35:26
INFO,2015-6-23 08:44:25
INFO,2017-7-5 03:52:30
DEBUG,2013-9-2 09:45:47
WARN,2017-12-2 02:07:51
DEBUG,2017-7-5 07:48:23
DEBUG,2017-3-22 10:16:47
DEBUG,2013-5-10 00:48:18
INFO,2017-1-19 00:26:55
INFO,2016-2-2 09:30:00
INFO,2012-10-17 00:25:27
DEBUG,2012-3-15 18:58:21
INFO,2013-7-25 08:50:59
INFO,2014-6-17 08:20:50
ERROR,2016-5-22 14:08:34
INFO,2013-4-24 18:41:26
DEBUG,2017-7-1 08:33:57
DEBUG,2016-8-16 19:30:25
DEBUG,2016-8-23 02:49:40
DEBUG,2013-6-27 18:39:59
INFO,2012-10-5 00:03:16
INFO,2017-3-27 04:03:45
DEBUG,2017-8-15 00:18:31
DEBUG,2014-12-27 16:02:25
INFO,2013-6-18 06:33:43
INFO,2017-1-25 18:56:56
WARN,2015-5-3 18:17:16
INFO,2012-9-19 02:05:02
DEBUG,2014-12-22 18:51:32
DEBUG,2017-12-4 21:41:47
INFO,2017-10-15 20:25:51
DEBUG,2012-10-24 23:54:44
DEBUG,2013-6-15 08:38:46
DEBUG,2012-9-3 20:55:02
INFO,2012-11-21 17:02:13
INFO,2016-7-24 01:37:03
INFO,2015-11-1 18:01:08
DEBUG,2017-2-16 15:53:03
DEBUG,2015-12-18 00:58:53
ERROR,2013-9-3 04:22:01
INFO,2014-11-2 08:05:40
INFO,2012-11-2 16:57:21
DEBUG,2013-3-18 19:40:30
DEBUG,2017-11-15 23:24:07
DEBUG,2012-6-13 03:39:58
ERROR,2013-8-6 04:01:24
DEBUG,2016-12-13 12:04:51
DEBUG,2014-9-19 23:08:31
DEBUG,2017-6-19 09:18:28
INFO,2013-4-22 23:23:43
WARN,2014-12-8 08:35:19
ERROR,2016-3-28 09:33:51
INFO,2015-9-25 20:19:06
DEBUG,2015-3-21 09:21:49
DEBUG,2013-2-16 11:03:58
DEBUG,2015-4-7 09:56:44
INFO,2015-6-21 16:17:54
ERROR,2016-3-26 20:58:41
INFO,2014-11-3 05:05:13
WARN,2014-11-20 02:13:16
INFO,2017-10-26 21:06:50
INFO,2014-1-21 10:27:43
ERROR,2017-4-21 09:20:45
INFO,2017-6-22 15:08:59
DEBUG,2016-11-12 07:25:54
DEBUG,2014-11-25 12:50:08
DEBUG,2014-7-20 10:09:54
INFO,2014-7-26 05:20:23
FATAL,2014-11-15 05:04:38
ERROR,2014-12-14 22:30:31
INFO,2012-3-26 15:51:42
WARN,2016-8-12 08:46:50
INFO,2015-2-12 02:16:58
INFO,2017-12-26 09:42:53
DEBUG,2017-3-22 13:23:06
INFO,2015-4-28 11:45:52
DEBUG,2013-11-16 05:33:04
WARN,2014-5-20 19:35:04
DEBUG,2017-4-28 06:04:40
DEBUG,2014-5-7 19:51:06
INFO,2016-5-6 07:10:44
INFO,2015-1-21 20:15:07
DEBUG,2015-6-17 01:05:24
INFO,2017-1-28 00:07:32
DEBUG,2012-2-1 16:30:10
DEBUG,2014-6-4 03:24:10
WARN,2014-9-7 10:50:17
DEBUG,2015-5-12 02:47:06
DEBUG,2017-4-5 12:11:22
INFO,2016-3-11 20:50:36
WARN,2013-7-16 10:30:03
INFO,2015-2-28 03:25:33
WARN,2014-6-8 13:37:07
DEBUG,2015-4-14 22:40:49
WARN,2012-10-26 00:55:33
DEBUG,2016-8-12 03:29:20
DEBUG,2016-11-16 04:01:36
INFO,2014-9-26 09:11:00
DEBUG,2017-4-13 15:55:06
INFO,2015-9-6 07:16:06
DEBUG,2013-4-9 11:39:38
WARN,2013-5-23 11:53:09
DEBUG,2015-12-2 12:27:51
DEBUG,2012-3-11 09:40:17
INFO,2016-7-4 15:05:10
WARN,2017-4-2 08:28:38
DEBUG,2014-3-23 21:01:50
WARN,2012-4-9 07:44:50
INFO,2014-8-21 20:34:02
DEBUG,2013-6-15 07:54:36
INFO,2013-8-9 13:53:38
DEBUG,2017-1-12 00:20:41
WARN,2016-12-14 07:37:11
DEBUG,2017-5-11 09:31:34
INFO,2017-5-23 13:08:08
ERROR,2012-8-19 21:15:15
INFO,2012-8-8 12:21:56
INFO,2013-7-6 22:11:35
INFO,2016-5-17 13:32:28
INFO,2014-12-13 10:55:54
DEBUG,2012-5-13 11:26:54
DEBUG,2015-3-21 07:24:26
DEBUG,2012-8-4 20:57:05
DEBUG,2012-6-25 04:04:02
DEBUG,2016-6-2 16:08:09
DEBUG,2012-10-16 10:11:36
INFO,2013-3-3 19:51:16
INFO,2012-9-26 01:23:16
DEBUG,2016-10-7 02:10:23
INFO,2016-8-23 11:27:34
DEBUG,2012-11-19 23:26:43
INFO,2016-9-19 11:22:28
INFO,2016-3-10 16:58:37
DEBUG,2017-4-22 04:37:17
INFO,2015-6-23 20:29:14
INFO,2014-4-16 08:58:57
WARN,2015-3-19 10:37:34
INFO,2016-12-27 07:15:16
INFO,2016-2-12 09:34:30
ERROR,2016-12-27 07:44:03
DEBUG,2015-4-4 04:37:14
DEBUG,2013-3-18 06:33:42
DEBUG,2013-7-5 16:38:18
INFO,2012-5-6 12:36:15
INFO,2013-8-14 04:30:21
INFO,2015-8-28 21:53:17
WARN,2016-2-18 00:00:12
DEBUG,2012-9-27 02:49:51
INFO,2015-12-4 03:30:57
FATAL,2013-11-20 22:18:23
DEBUG,2017-4-17 13:45:02
DEBUG,2016-3-16 00:33:22
WARN,2013-4-26 01:56:37
DEBUG,2012-6-20 00:30:06
DEBUG,2016-10-9 07:06:33
DEBUG,2017-1-17 19:46:21
WARN,2012-5-22 21:22:32
DEBUG,2012-3-20 06:19:07
WARN,2016-2-21 04:41:00
INFO,2015-5-26 21:33:26
INFO,2015-6-15 12:30:22
DEBUG,2017-6-3 02:55:31
ERROR,2017-2-14 11:06:29
FATAL,2017-11-9 03:57:35
DEBUG,2015-10-19 12:11:13
DEBUG,2014-8-13 02:23:30
INFO,2017-12-23 11:58:39
INFO,2015-7-25 05:56:08
DEBUG,2016-10-15 07:08:18
INFO,2017-8-5 03:58:14
DEBUG,2015-12-28 21:33:41
INFO,2012-6-15 12:04:30
DEBUG,2017-10-24 16:11:55
INFO,2016-2-3 14:08:07
DEBUG,2016-3-5 06:18:03
DEBUG,2015-7-6 09:23:15
DEBUG,2015-10-23 15:10:44
DEBUG,2015-7-22 09:51:21
INFO,2015-12-12 00:46:51
DEBUG,2012-1-17 05:36:56
DEBUG,2015-3-6 09:34:36
DEBUG,2016-8-1 12:26:37
DEBUG,2012-5-25 03:39:57
DEBUG,2015-6-26 20:09:06
DEBUG,2017-11-13 02:24:45
ERROR,2012-6-14 13:07:04
DEBUG,2017-4-9 08:35:35
DEBUG,2015-12-18 09:41:48
WARN,2015-5-7 17:03:01
INFO,2014-9-28 16:15:45
DEBUG,2012-7-3 03:10:17
ERROR,2017-12-28 02:45:56
FATAL,2016-7-12 05:12:55
DEBUG,2012-2-1 15:28:52
INFO,2013-4-10 13:49:16
DEBUG,2015-9-10 04:17:30
DEBUG,2012-9-16 22:52:38
DEBUG,2014-10-27 14:43:57
DEBUG,2015-10-21 17:30:45
DEBUG,2017-1-23 23:30:23
INFO,2017-6-2 21:15:01
INFO,2017-3-4 09:25:50
ERROR,2013-8-10 04:17:55
INFO,2015-6-27 11:39:05
DEBUG,2017-10-9 02:24:12
INFO,2017-4-18 07:18:33
DEBUG,2012-8-28 10:35:20
DEBUG,2016-6-15 22:23:22
DEBUG,2015-11-24 04:25:34
DEBUG,2016-9-8 07:00:07
INFO,2012-11-1 13:33:49
DEBUG,2016-5-22 12:43:31
DEBUG,2016-5-1 07:49:21
WARN,2013-1-19 05:26:10
DEBUG,2017-1-17 00:55:53
INFO,2017-1-7 05:23:28
DEBUG,2017-12-21 19:45:29
ERROR,2017-6-14 00:28:24
DEBUG,2015-7-15 15:46:32
DEBUG,2012-10-22 14:42:27
DEBUG,2017-7-22 11:28:06
INFO,2012-4-24 15:25:50
DEBUG,2017-12-13 10:08:59
DEBUG,2016-5-21 11:26:58
INFO,2012-6-25 16:18:08
DEBUG,2014-8-3 16:12:32
ERROR,2013-6-7 08:25:56
DEBUG,2017-10-17 18:39:04
WARN,2014-4-19 07:41:34
INFO,2015-11-4 07:34:17
INFO,2012-1-19 08:16:56
DEBUG,2016-10-5 15:50:47
DEBUG,2012-6-24 20:56:10
DEBUG,2016-6-19 17:59:09
DEBUG,2016-8-22 16:17:39
DEBUG,2015-8-3 16:09:31
DEBUG,2015-7-16 20:22:32
DEBUG,2014-6-1 05:06:18
INFO,2016-2-18 19:48:50
INFO,2015-7-11 05:24:01
DEBUG,2013-10-13 04:05:20
DEBUG,2015-4-18 18:04:29
DEBUG,2014-10-16 19:03:14
DEBUG,2015-7-11 23:36:36
DEBUG,2013-1-19 09:25:52
DEBUG,2013-2-7 22:46:49
INFO,2013-6-15 14:10:44
INFO,2015-10-23 23:21:56
DEBUG,2014-4-25 06:05:19
DEBUG,2016-3-18 06:54:02
DEBUG,2014-3-2 19:24:20
INFO,2012-10-12 11:21:29
DEBUG,2014-1-1 08:56:35
INFO,2014-8-27 07:38:15
DEBUG,2015-2-4 00:41:26
DEBUG,2017-4-24 06:59:02
DEBUG,2013-10-16 18:17:31
ERROR,2013-10-23 13:14:05
DEBUG,2013-8-9 22:48:05
INFO,2017-5-4 07:50:14
FATAL,2012-11-15 05:51:53
DEBUG,2013-8-8 08:20:36
DEBUG,2012-1-6 16:37:36
ERROR,2012-12-10 16:19:43
INFO,2016-7-28 04:09:49
DEBUG,2012-4-7 18:07:19
INFO,2016-3-17 22:26:34
INFO,2013-10-8 16:31:51
DEBUG,2016-9-14 08:46:16
DEBUG,2012-11-8 20:13:20
INFO,2012-8-24 22:54:37
DEBUG,2017-12-13 22:29:52
DEBUG,2013-11-9 00:13:09
DEBUG,2017-9-9 13:54:24
DEBUG,2013-9-4 20:01:23
INFO,2013-9-7 13:58:09
DEBUG,2015-1-21 19:51:03
DEBUG,2016-4-21 14:55:54
INFO,2017-12-20 16:25:21
INFO,2017-12-10 23:10:05
INFO,2013-4-5 06:55:24
DEBUG,2015-1-7 21:47:33
DEBUG,2017-6-25 03:38:13
DEBUG,2017-5-12 21:20:22
WARN,2015-5-26 09:35:05
INFO,2014-10-16 22:26:05
INFO,2013-3-9 00:27:53
DEBUG,2014-12-2 21:19:21
INFO,2017-5-5 01:50:20
FATAL,2012-11-28 17:12:15
INFO,2016-1-24 22:26:04
ERROR,2012-12-10 18:55:58
INFO,2013-3-18 16:22:33
DEBUG,2012-5-8 13:26:02
ERROR,2016-1-6 07:59:08
DEBUG,2012-2-21 06:40:16
DEBUG,2015-9-2 19:01:58
INFO,2014-9-10 03:35:22
WARN,2017-6-15 19:56:12
INFO,2012-12-3 02:49:00
WARN,2017-9-7 07:03:43
DEBUG,2015-9-25 02:32:56
DEBUG,2017-1-10 19:49:43
DEBUG,2017-9-8 00:08:49
INFO,2014-8-6 20:15:25
DEBUG,2014-10-27 12:54:19
INFO,2014-3-23 02:27:42
DEBUG,2015-7-1 01:48:37
DEBUG,2013-6-9 23:44:37
DEBUG,2015-11-20 14:36:45
WARN,2013-12-4 00:21:21
WARN,2012-9-4 05:24:59
INFO,2012-10-3 14:54:07
DEBUG,2016-6-2 23:12:46
DEBUG,2016-8-16 11:47:16
DEBUG,2015-5-17 21:03:32
WARN,2014-1-12 00:41:32
DEBUG,2015-4-22 04:32:39
ERROR,2012-7-19 07:15:49
INFO,2017-3-6 21:40:14
WARN,2012-10-13 17:57:58
INFO,2017-6-17 09:01:49
WARN,2013-3-9 00:05:50
DEBUG,2016-10-12 02:09:47
DEBUG,2013-3-16 07:08:58
INFO,2013-6-23 16:04:31
DEBUG,2014-11-20 19:57:51
DEBUG,2015-4-10 12:51:21
DEBUG,2017-8-22 06:28:04
DEBUG,2013-3-14 21:23:53
INFO,2012-5-20 23:51:48
INFO,2017-1-7 17:50:54
INFO,2012-2-12 03:25:05
WARN,2016-8-23 03:20:02
INFO,2016-6-20 21:34:14
DEBUG,2014-9-16 13:49:00
DEBUG,2014-3-8 19:07:22
DEBUG,2017-9-23 06:19:58
ERROR,2015-7-27 13:02:23
INFO,2014-7-22 03:18:40
WARN,2017-1-26 10:00:27
DEBUG,2017-9-3 02:20:21
DEBUG,2017-2-24 11:06:42
INFO,2013-8-5 01:39:47
DEBUG,2012-8-12 09:44:41
DEBUG,2017-11-7 02:18:39
WARN,2017-5-16 22:37:27
DEBUG,2016-2-8 23:36:48
DEBUG,2014-11-23 18:27:11
INFO,2015-5-15 17:52:07
INFO,2017-2-4 03:07:49
WARN,2016-1-19 10:39:02
DEBUG,2017-6-15 00:12:21
DEBUG,2012-9-2 11:50:26
ERROR,2015-11-16 17:02:44
INFO,2017-6-17 14:51:14
DEBUG,2016-10-28 09:03:44
INFO,2013-10-11 05:36:05
DEBUG,2015-5-3 10:39:25
FATAL,2012-11-25 09:41:10
INFO,2015-10-8 19:20:57
INFO,2016-1-3 13:47:31
DEBUG,2016-3-11 02:00:30
DEBUG,2012-4-5 02:16:11
INFO,2013-6-20 13:17:26
DEBUG,2017-6-5 15:44:36
DEBUG,2013-8-27 08:05:48
ERROR,2014-10-20 12:09:10
DEBUG,2014-3-16 14:35:41
DEBUG,2014-7-20 07:36:10
INFO,2016-3-5 02:32:16
DEBUG,2017-10-17 23:50:23
DEBUG,2017-1-3 19:11:20
DEBUG,2015-7-10 15:12:41
DEBUG,2017-2-27 18:14:50
DEBUG,2017-11-26 20:32:22
DEBUG,2015-5-15 06:19:29
WARN,2014-12-7 21:45:08
DEBUG,2014-10-12 17:14:25
DEBUG,2014-8-8 20:46:26
DEBUG,2015-11-24 13:44:38
INFO,2016-8-24 02:55:29
INFO,2012-3-22 03:25:54
DEBUG,2016-8-20 22:03:04
INFO,2015-6-21 02:05:42
INFO,2012-12-19 12:24:28
INFO,2016-6-12 18:43:14
DEBUG,2014-5-19 09:24:36
DEBUG,2017-3-25 09:41:24
INFO,2013-7-9 15:17:58
DEBUG,2014-8-21 13:34:13
INFO,2017-10-27 17:25:09
INFO,2012-10-18 12:00:08
WARN,2016-4-2 16:07:06
DEBUG,2013-7-26 22:40:45
INFO,2017-3-10 02:01:47
INFO,2014-3-7 11:20:25
DEBUG,2017-11-3 05:31:26
INFO,2014-8-11 21:21:08
INFO,2012-10-3 09:47:40
INFO,2012-3-7 16:58:13
DEBUG,2013-8-8 22:48:34
DEBUG,2012-12-8 13:34:08
INFO,2016-7-20 17:55:19
DEBUG,2017-5-10 00:36:10
DEBUG,2013-6-11 16:35:26
DEBUG,2016-6-3 13:13:50
WARN,2015-5-28 15:50:50
DEBUG,2013-8-25 03:05:42
INFO,2016-2-16 22:29:44
DEBUG,2012-12-4 20:39:49
DEBUG,2016-7-15 20:36:58
DEBUG,2017-5-19 12:16:44
DEBUG,2013-10-3 16:37:46
DEBUG,2013-8-7 05:55:20
WARN,2017-10-27 15:39:41
DEBUG,2014-4-8 22:48:13
DEBUG,2012-11-7 04:41:13
DEBUG,2012-1-17 10:40:02
DEBUG,2013-2-8 18:09:43
DEBUG,2013-10-16 03:57:12
INFO,2014-8-3 04:50:25
DEBUG,2012-2-23 09:07:25
DEBUG,2012-5-2 15:09:52
DEBUG,2014-9-21 15:14:05
DEBUG,2013-3-4 20:14:42
DEBUG,2014-12-7 17:53:14
DEBUG,2013-2-18 23:16:22
INFO,2015-3-19 06:14:27
